=========== 1~100 ===========
川普	0.0058681391795523735
美國	0.003911989939043453
蔡英文	0.003031361251050652
北韓	0.002224023902417471
兩岸	0.0020751300830869437
台灣	0.002042784534074951
一帶一路	0.002008065760585603
中共	0.0019342961346775866
支那	0.001699431582893687
國民黨	0.0016770874805552053
中國	0.0016744621898873878
北京	0.0014702529993919143
中華民國	0.0013431054806211247
柯文哲	0.0012373297237062652
習包子	0.001171150475248048
大陸	0.0011378071964079607
宋楚瑜	0.0011124649528186678
白宮	0.0010938582011347365
總統	0.0010868912243507268
國家	0.001079283363998453
巴拿馬	0.001068183719064782
任期	0.0010265711009951886
民進黨	0.0009991045698633193
關係	0.0009755250235165373
南海	0.000922374715243795
憲法	0.0009163632934966864
經濟	0.0009139762725244272
李克強	0.0008990403816376477
香港	0.0008874284354014274
中國人	0.0008828649042769947
九二共識	0.0008764418876252711
處理	0.0008759033907858244
外交	0.0008668786498639988
報導	0.0008510185910074819
統一	0.0008427297649048651
領導人	0.0008072295038896076
習大大	0.000806013470275946
政策	0.000790894716914271
執政	0.0007840734757486252
民主	0.0007779446546276972
日本	0.0007713642184400292
小英	0.0007430318405316612
人民日報	0.0007316725536783048
直選	0.0007157541553624516
台灣人	0.0007137554192224529
發展	0.0006990291739248048
五毛	0.0006976054958256399
洪秀柱	0.0006975334676850307
派系	0.0006959443212788887
普丁	0.0006885789069349732
人民	0.00068052197239297
包子	0.0006783322883040659
南韓	0.0006775013351264062
國際	0.000677363259693193
勢力	0.000664990697300199
事件	0.000645597554897415
朝鮮	0.0006267026476366399
開戰	0.0006263449250857672
網路	0.0006251033391488838
共產黨	0.0006203158525094844
獨裁者	0.000614344260785726
統治	0.0006134117290880628
臺灣	0.0006051837980700625
國務院	0.0005998787822091263
中美	0.0005871983672679066
巴馬	0.0005859281128554258
文革	0.0005798711617780246
財團	0.0005776754436123325
戰書	0.0005761797589820373
影片	0.0005700387808730317
民心	0.0005646113943628134
權力	0.0005637389039524429
崩潰	0.0005594154223317902
全面	0.0005586764258402847
解決	0.0005561800208906287
買辦	0.0005501670891546024
代表	0.0005295547631126868
權威人士	0.0005201322678525906
呂秀蓮	0.0005201322678525906
國台	0.0005199473378896736
貿易	0.0005190555302686185
對岸	0.0005186721806660425
紅歌會	0.0005159249292438846
舔共	0.0005154901462918307
和平	0.0005115930521541116
中華民國總統	0.0005050313996555473
反動	0.0005040410925339432
投資	0.0005022240967332221
巴農	0.0004968165985311482
中辦	0.00048883910507394
歐盟	0.000488765293388224
黨主席	0.00048827342737952154
政府	0.0004875441731197668
飛彈	0.0004858479224022431
文章	0.0004851338261267051
政權	0.00048513382612670503
一個中國	0.0004788025576459535
通話	0.00047532367026404456
建設	0.000474322758025821
=========== 101~200 ===========
運河	0.0004717536291733691
俄國	0.0004716575775350592
王丹	0.0004713805656070137
專訪	0.00047130527660967385
英派	0.0004670455885003557
各國	0.0004584319173963119
民意	0.0004564744023968309
對話	0.000453887848552547
一國兩制	0.00045123631533719775
黨工	0.00044492687745444835
